sample_id,day_id,split,scenario,seed,input_start_minute,input_end_minute_exclusive,target_start_minute,target_end_minute_exclusive,horizon_minutes
train-lunch-09-m011-h2,train-lunch-09,train,lunch,10019,1,11,11,13,2
train-lunch-09-m012-h2,train-lunch-09,train,lunch,10019,2,12,12,14,2
train-lunch-09-m013-h2,train-lunch-09,train,lunch,10019,3,13,13,15,2
train-lunch-09-m014-h2,train-lunch-09,train,lunch,10019,4,14,14,16,2
train-lunch-09-m015-h2,train-lunch-09,train,lunch,10019,5,15,15,17,2
train-lunch-09-m016-h2,train-lunch-09,train,lunch,10019,6,16,16,18,2
train-lunch-09-m017-h2,train-lunch-09,train,lunch,10019,7,17,17,19,2
train-lunch-09-m018-h2,train-lunch-09,train,lunch,10019,8,18,18,20,2
train-lunch-09-m019-h2,train-lunch-09,train,lunch,10019,9,19,19,21,2
train-lunch-09-m020-h2,train-lunch-09,train,lunch,10019,10,20,20,22,2
train-lunch-09-m021-h2,train-lunch-09,train,lunch,10019,11,21,21,23,2
train-lunch-09-m022-h2,train-lunch-09,train,lunch,10019,12,22,22,24,2
train-lunch-09-m023-h2,train-lunch-09,train,lunch,10019,13,23,23,25,2
train-lunch-09-m024-h2,train-lunch-09,train,lunch,10019,14,24,24,26,2
train-lunch-09-m025-h2,train-lunch-09,train,lunch,10019,15,25,25,27,2
train-lunch-09-m026-h2,train-lunch-09,train,lunch,10019,16,26,26,28,2
train-lunch-09-m027-h2,train-lunch-09,train,lunch,10019,17,27,27,29,2
train-lunch-09-m028-h2,train-lunch-09,train,lunch,10019,18,28,28,30,2
train-lunch-09-m029-h2,train-lunch-09,train,lunch,10019,19,29,29,31,2
train-lunch-09-m030-h2,train-lunch-09,train,lunch,10019,20,30,30,32,2
train-lunch-09-m031-h2,train-lunch-09,train,lunch,10019,21,31,31,33,2
train-lunch-09-m032-h2,train-lunch-09,train,lunch,10019,22,32,32,34,2
train-lunch-09-m033-h2,train-lunch-09,train,lunch,10019,23,33,33,35,2
train-lunch-09-m034-h2,train-lunch-09,train,lunch,10019,24,34,34,36,2
train-lunch-09-m035-h2,train-lunch-09,train,lunch,10019,25,35,35,37,2
train-lunch-09-m036-h2,train-lunch-09,train,lunch,10019,26,36,36,38,2
train-lunch-09-m037-h2,train-lunch-09,train,lunch,10019,27,37,37,39,2
train-lunch-09-m038-h2,train-lunch-09,train,lunch,10019,28,38,38,40,2
train-lunch-09-m039-h2,train-lunch-09,train,lunch,10019,29,39,39,41,2
train-lunch-09-m040-h2,train-lunch-09,train,lunch,10019,30,40,40,42,2
train-lunch-09-m041-h2,train-lunch-09,train,lunch,10019,31,41,41,43,2
train-lunch-09-m042-h2,train-lunch-09,train,lunch,10019,32,42,42,44,2
train-lunch-09-m043-h2,train-lunch-09,train,lunch,10019,33,43,43,45,2
train-lunch-09-m044-h2,train-lunch-09,train,lunch,10019,34,44,44,46,2
train-lunch-09-m045-h2,train-lunch-09,train,lunch,10019,35,45,45,47,2
train-lunch-09-m046-h2,train-lunch-09,train,lunch,10019,36,46,46,48,2
train-lunch-09-m047-h2,train-lunch-09,train,lunch,10019,37,47,47,49,2
train-lunch-09-m048-h2,train-lunch-09,train,lunch,10019,38,48,48,50,2
train-lunch-09-m049-h2,train-lunch-09,train,lunch,10019,39,49,49,51,2
train-lunch-09-m050-h2,train-lunch-09,train,lunch,10019,40,50,50,52,2
train-lunch-09-m051-h2,train-lunch-09,train,lunch,10019,41,51,51,53,2
train-lunch-09-m052-h2,train-lunch-09,train,lunch,10019,42,52,52,54,2
train-lunch-09-m053-h2,train-lunch-09,train,lunch,10019,43,53,53,55,2
train-lunch-09-m054-h2,train-lunch-09,train,lunch,10019,44,54,54,56,2
train-lunch-09-m055-h2,train-lunch-09,train,lunch,10019,45,55,55,57,2
train-lunch-09-m056-h2,train-lunch-09,train,lunch,10019,46,56,56,58,2
train-lunch-09-m057-h2,train-lunch-09,train,lunch,10019,47,57,57,59,2
train-lunch-09-m058-h2,train-lunch-09,train,lunch,10019,48,58,58,60,2
train-lunch-09-m059-h2,train-lunch-09,train,lunch,10019,49,59,59,61,2
train-lunch-09-m060-h2,train-lunch-09,train,lunch,10019,50,60,60,62,2
train-lunch-09-m061-h2,train-lunch-09,train,lunch,10019,51,61,61,63,2
train-lunch-09-m062-h2,train-lunch-09,train,lunch,10019,52,62,62,64,2
train-lunch-09-m063-h2,train-lunch-09,train,lunch,10019,53,63,63,65,2
train-lunch-09-m064-h2,train-lunch-09,train,lunch,10019,54,64,64,66,2
train-lunch-09-m065-h2,train-lunch-09,train,lunch,10019,55,65,65,67,2
train-lunch-09-m066-h2,train-lunch-09,train,lunch,10019,56,66,66,68,2
train-lunch-09-m067-h2,train-lunch-09,train,lunch,10019,57,67,67,69,2
train-lunch-09-m068-h2,train-lunch-09,train,lunch,10019,58,68,68,70,2
train-lunch-09-m069-h2,train-lunch-09,train,lunch,10019,59,69,69,71,2
train-lunch-09-m070-h2,train-lunch-09,train,lunch,10019,60,70,70,72,2
train-lunch-09-m071-h2,train-lunch-09,train,lunch,10019,61,71,71,73,2
train-lunch-09-m072-h2,train-lunch-09,train,lunch,10019,62,72,72,74,2
train-lunch-09-m073-h2,train-lunch-09,train,lunch,10019,63,73,73,75,2
train-evening-00-m010-h2,train-evening-00,train,evening,10020,0,10,10,12,2
train-evening-00-m011-h2,train-evening-00,train,evening,10020,1,11,11,13,2
train-evening-00-m012-h2,train-evening-00,train,evening,10020,2,12,12,14,2
train-evening-00-m013-h2,train-evening-00,train,evening,10020,3,13,13,15,2
train-evening-00-m014-h2,train-evening-00,train,evening,10020,4,14,14,16,2
train-evening-00-m015-h2,train-evening-00,train,evening,10020,5,15,15,17,2
train-evening-00-m016-h2,train-evening-00,train,evening,10020,6,16,16,18,2
train-evening-00-m017-h2,train-evening-00,train,evening,10020,7,17,17,19,2
train-evening-00-m018-h2,train-evening-00,train,evening,10020,8,18,18,20,2
train-evening-00-m019-h2,train-evening-00,train,evening,10020,9,19,19,21,2
train-evening-00-m020-h2,train-evening-00,train,evening,10020,10,20,20,22,2
train-evening-00-m021-h2,train-evening-00,train,evening,10020,11,21,21,23,2
train-evening-00-m022-h2,train-evening-00,train,evening,10020,12,22,22,24,2
train-evening-00-m023-h2,train-evening-00,train,evening,10020,13,23,23,25,2
train-evening-00-m024-h2,train-evening-00,train,evening,10020,14,24,24,26,2
train-evening-00-m025-h2,train-evening-00,train,evening,10020,15,25,25,27,2
train-evening-00-m026-h2,train-evening-00,train,evening,10020,16,26,26,28,2
train-evening-00-m027-h2,train-evening-00,train,evening,10020,17,27,27,29,2
train-evening-00-m028-h2,train-evening-00,train,evening,10020,18,28,28,30,2
train-evening-00-m029-h2,train-evening-00,train,evening,10020,19,29,29,31,2
train-evening-00-m030-h2,train-evening-00,train,evening,10020,20,30,30,32,2
train-evening-00-m031-h2,train-evening-00,train,evening,10020,21,31,31,33,2
train-evening-00-m032-h2,train-evening-00,train,evening,10020,22,32,32,34,2
train-evening-00-m033-h2,train-evening-00,train,evening,10020,23,33,33,35,2
train-evening-00-m034-h2,train-evening-00,train,evening,10020,24,34,34,36,2
train-evening-00-m035-h2,train-evening-00,train,evening,10020,25,35,35,37,2
train-evening-00-m036-h2,train-evening-00,train,evening,10020,26,36,36,38,2
train-evening-00-m037-h2,train-evening-00,train,evening,10020,27,37,37,39,2
train-evening-00-m038-h2,train-evening-00,train,evening,10020,28,38,38,40,2
train-evening-00-m039-h2,train-evening-00,train,evening,10020,29,39,39,41,2
train-evening-00-m040-h2,train-evening-00,train,evening,10020,30,40,40,42,2
train-evening-00-m041-h2,train-evening-00,train,evening,10020,31,41,41,43,2
train-evening-00-m042-h2,train-evening-00,train,evening,10020,32,42,42,44,2
train-evening-00-m043-h2,train-evening-00,train,evening,10020,33,43,43,45,2
train-evening-00-m044-h2,train-evening-00,train,evening,10020,34,44,44,46,2
train-evening-00-m045-h2,train-evening-00,train,evening,10020,35,45,45,47,2
train-evening-00-m046-h2,train-evening-00,train,evening,10020,36,46,46,48,2
train-evening-00-m047-h2,train-evening-00,train,evening,10020,37,47,47,49,2
train-evening-00-m048-h2,train-evening-00,train,evening,10020,38,48,48,50,2
train-evening-00-m049-h2,train-evening-00,train,evening,10020,39,49,49,51,2
train-evening-00-m050-h2,train-evening-00,train,evening,10020,40,50,50,52,2
train-evening-00-m051-h2,train-evening-00,train,evening,10020,41,51,51,53,2
train-evening-00-m052-h2,train-evening-00,train,evening,10020,42,52,52,54,2
train-evening-00-m053-h2,train-evening-00,train,evening,10020,43,53,53,55,2
train-evening-00-m054-h2,train-evening-00,train,evening,10020,44,54,54,56,2
train-evening-00-m055-h2,train-evening-00,train,evening,10020,45,55,55,57,2
train-evening-00-m056-h2,train-evening-00,train,evening,10020,46,56,56,58,2
train-evening-00-m057-h2,train-evening-00,train,evening,10020,47,57,57,59,2
train-evening-00-m058-h2,train-evening-00,train,evening,10020,48,58,58,60,2
train-evening-00-m059-h2,train-evening-00,train,evening,10020,49,59,59,61,2
train-evening-00-m060-h2,train-evening-00,train,evening,10020,50,60,60,62,2
train-evening-00-m061-h2,train-evening-00,train,evening,10020,51,61,61,63,2
train-evening-00-m062-h2,train-evening-00,train,evening,10020,52,62,62,64,2
train-evening-00-m063-h2,train-evening-00,train,evening,10020,53,63,63,65,2
train-evening-00-m064-h2,train-evening-00,train,evening,10020,54,64,64,66,2
train-evening-00-m065-h2,train-evening-00,train,evening,10020,55,65,65,67,2
train-evening-00-m066-h2,train-evening-00,train,evening,10020,56,66,66,68,2
train-evening-00-m067-h2,train-evening-00,train,evening,10020,57,67,67,69,2
train-evening-00-m068-h2,train-evening-00,train,evening,10020,58,68,68,70,2
train-evening-00-m069-h2,train-evening-00,train,evening,10020,59,69,69,71,2
train-evening-00-m070-h2,train-evening-00,train,evening,10020,60,70,70,72,2
train-evening-00-m071-h2,train-evening-00,train,evening,10020,61,71,71,73,2
train-evening-00-m072-h2,train-evening-00,train,evening,10020,62,72,72,74,2
train-evening-00-m073-h2,train-evening-00,train,evening,10020,63,73,73,75,2
train-evening-01-m010-h2,train-evening-01,train,evening,10021,0,10,10,12,2
train-evening-01-m011-h2,train-evening-01,train,evening,10021,1,11,11,13,2
train-evening-01-m012-h2,train-evening-01,train,evening,10021,2,12,12,14,2
train-evening-01-m013-h2,train-evening-01,train,evening,10021,3,13,13,15,2
train-evening-01-m014-h2,train-evening-01,train,evening,10021,4,14,14,16,2
train-evening-01-m015-h2,train-evening-01,train,evening,10021,5,15,15,17,2
train-evening-01-m016-h2,train-evening-01,train,evening,10021,6,16,16,18,2
train-evening-01-m017-h2,train-evening-01,train,evening,10021,7,17,17,19,2
train-evening-01-m018-h2,train-evening-01,train,evening,10021,8,18,18,20,2
train-evening-01-m019-h2,train-evening-01,train,evening,10021,9,19,19,21,2
train-evening-01-m020-h2,train-evening-01,train,evening,10021,10,20,20,22,2
train-evening-01-m021-h2,train-evening-01,train,evening,10021,11,21,21,23,2
train-evening-01-m022-h2,train-evening-01,train,evening,10021,12,22,22,24,2
train-evening-01-m023-h2,train-evening-01,train,evening,10021,13,23,23,25,2
train-evening-01-m024-h2,train-evening-01,train,evening,10021,14,24,24,26,2
train-evening-01-m025-h2,train-evening-01,train,evening,10021,15,25,25,27,2
train-evening-01-m026-h2,train-evening-01,train,evening,10021,16,26,26,28,2
train-evening-01-m027-h2,train-evening-01,train,evening,10021,17,27,27,29,2
train-evening-01-m028-h2,train-evening-01,train,evening,10021,18,28,28,30,2
train-evening-01-m029-h2,train-evening-01,train,evening,10021,19,29,29,31,2
train-evening-01-m030-h2,train-evening-01,train,evening,10021,20,30,30,32,2
train-evening-01-m031-h2,train-evening-01,train,evening,10021,21,31,31,33,2
train-evening-01-m032-h2,train-evening-01,train,evening,10021,22,32,32,34,2
train-evening-01-m033-h2,train-evening-01,train,evening,10021,23,33,33,35,2
train-evening-01-m034-h2,train-evening-01,train,evening,10021,24,34,34,36,2
train-evening-01-m035-h2,train-evening-01,train,evening,10021,25,35,35,37,2
train-evening-01-m036-h2,train-evening-01,train,evening,10021,26,36,36,38,2
train-evening-01-m037-h2,train-evening-01,train,evening,10021,27,37,37,39,2
train-evening-01-m038-h2,train-evening-01,train,evening,10021,28,38,38,40,2
train-evening-01-m039-h2,train-evening-01,train,evening,10021,29,39,39,41,2
train-evening-01-m040-h2,train-evening-01,train,evening,10021,30,40,40,42,2
train-evening-01-m041-h2,train-evening-01,train,evening,10021,31,41,41,43,2
train-evening-01-m042-h2,train-evening-01,train,evening,10021,32,42,42,44,2
train-evening-01-m043-h2,train-evening-01,train,evening,10021,33,43,43,45,2
train-evening-01-m044-h2,train-evening-01,train,evening,10021,34,44,44,46,2
train-evening-01-m045-h2,train-evening-01,train,evening,10021,35,45,45,47,2
train-evening-01-m046-h2,train-evening-01,train,evening,10021,36,46,46,48,2
train-evening-01-m047-h2,train-evening-01,train,evening,10021,37,47,47,49,2
train-evening-01-m048-h2,train-evening-01,train,evening,10021,38,48,48,50,2
train-evening-01-m049-h2,train-evening-01,train,evening,10021,39,49,49,51,2
train-evening-01-m050-h2,train-evening-01,train,evening,10021,40,50,50,52,2
train-evening-01-m051-h2,train-evening-01,train,evening,10021,41,51,51,53,2
train-evening-01-m052-h2,train-evening-01,train,evening,10021,42,52,52,54,2
train-evening-01-m053-h2,train-evening-01,train,evening,10021,43,53,53,55,2
train-evening-01-m054-h2,train-evening-01,train,evening,10021,44,54,54,56,2
train-evening-01-m055-h2,train-evening-01,train,evening,10021,45,55,55,57,2
train-evening-01-m056-h2,train-evening-01,train,evening,10021,46,56,56,58,2
train-evening-01-m057-h2,train-evening-01,train,evening,10021,47,57,57,59,2
train-evening-01-m058-h2,train-evening-01,train,evening,10021,48,58,58,60,2
train-evening-01-m059-h2,train-evening-01,train,evening,10021,49,59,59,61,2
train-evening-01-m060-h2,train-evening-01,train,evening,10021,50,60,60,62,2
train-evening-01-m061-h2,train-evening-01,train,evening,10021,51,61,61,63,2
train-evening-01-m062-h2,train-evening-01,train,evening,10021,52,62,62,64,2
train-evening-01-m063-h2,train-evening-01,train,evening,10021,53,63,63,65,2
train-evening-01-m064-h2,train-evening-01,train,evening,10021,54,64,64,66,2
train-evening-01-m065-h2,train-evening-01,train,evening,10021,55,65,65,67,2
train-evening-01-m066-h2,train-evening-01,train,evening,10021,56,66,66,68,2
train-evening-01-m067-h2,train-evening-01,train,evening,10021,57,67,67,69,2
train-evening-01-m068-h2,train-evening-01,train,evening,10021,58,68,68,70,2
train-evening-01-m069-h2,train-evening-01,train,evening,10021,59,69,69,71,2
train-evening-01-m070-h2,train-evening-01,train,evening,10021,60,70,70,72,2
train-evening-01-m071-h2,train-evening-01,train,evening,10021,61,71,71,73,2
train-evening-01-m072-h2,train-evening-01,train,evening,10021,62,72,72,74,2
train-evening-01-m073-h2,train-evening-01,train,evening,10021,63,73,73,75,2
train-evening-02-m010-h2,train-evening-02,train,evening,10022,0,10,10,12,2
train-evening-02-m011-h2,train-evening-02,train,evening,10022,1,11,11,13,2
train-evening-02-m012-h2,train-evening-02,train,evening,10022,2,12,12,14,2
train-evening-02-m013-h2,train-evening-02,train,evening,10022,3,13,13,15,2
train-evening-02-m014-h2,train-evening-02,train,evening,10022,4,14,14,16,2
train-evening-02-m015-h2,train-evening-02,train,evening,10022,5,15,15,17,2
train-evening-02-m016-h2,train-evening-02,train,evening,10022,6,16,16,18,2
train-evening-02-m017-h2,train-evening-02,train,evening,10022,7,17,17,19,2
train-evening-02-m018-h2,train-evening-02,train,evening,10022,8,18,18,20,2
train-evening-02-m019-h2,train-evening-02,train,evening,10022,9,19,19,21,2
train-evening-02-m020-h2,train-evening-02,train,evening,10022,10,20,20,22,2
train-evening-02-m021-h2,train-evening-02,train,evening,10022,11,21,21,23,2
train-evening-02-m022-h2,train-evening-02,train,evening,10022,12,22,22,24,2
train-evening-02-m023-h2,train-evening-02,train,evening,10022,13,23,23,25,2
train-evening-02-m024-h2,train-evening-02,train,evening,10022,14,24,24,26,2
train-evening-02-m025-h2,train-evening-02,train,evening,10022,15,25,25,27,2
train-evening-02-m026-h2,train-evening-02,train,evening,10022,16,26,26,28,2
train-evening-02-m027-h2,train-evening-02,train,evening,10022,17,27,27,29,2
train-evening-02-m028-h2,train-evening-02,train,evening,10022,18,28,28,30,2
train-evening-02-m029-h2,train-evening-02,train,evening,10022,19,29,29,31,2
train-evening-02-m030-h2,train-evening-02,train,evening,10022,20,30,30,32,2
train-evening-02-m031-h2,train-evening-02,train,evening,10022,21,31,31,33,2
train-evening-02-m032-h2,train-evening-02,train,evening,10022,22,32,32,34,2
train-evening-02-m033-h2,train-evening-02,train,evening,10022,23,33,33,35,2
train-evening-02-m034-h2,train-evening-02,train,evening,10022,24,34,34,36,2
train-evening-02-m035-h2,train-evening-02,train,evening,10022,25,35,35,37,2
train-evening-02-m036-h2,train-evening-02,train,evening,10022,26,36,36,38,2
train-evening-02-m037-h2,train-evening-02,train,evening,10022,27,37,37,39,2
train-evening-02-m038-h2,train-evening-02,train,evening,10022,28,38,38,40,2
train-evening-02-m039-h2,train-evening-02,train,evening,10022,29,39,39,41,2
train-evening-02-m040-h2,train-evening-02,train,evening,10022,30,40,40,42,2
train-evening-02-m041-h2,train-evening-02,train,evening,10022,31,41,41,43,2
train-evening-02-m042-h2,train-evening-02,train,evening,10022,32,42,42,44,2
train-evening-02-m043-h2,train-evening-02,train,evening,10022,33,43,43,45,2
train-evening-02-m044-h2,train-evening-02,train,evening,10022,34,44,44,46,2
train-evening-02-m045-h2,train-evening-02,train,evening,10022,35,45,45,47,2
train-evening-02-m046-h2,train-evening-02,train,evening,10022,36,46,46,48,2
train-evening-02-m047-h2,train-evening-02,train,evening,10022,37,47,47,49,2
train-evening-02-m048-h2,train-evening-02,train,evening,10022,38,48,48,50,2
train-evening-02-m049-h2,train-evening-02,train,evening,10022,39,49,49,51,2
train-evening-02-m050-h2,train-evening-02,train,evening,10022,40,50,50,52,2
train-evening-02-m051-h2,train-evening-02,train,evening,10022,41,51,51,53,2
train-evening-02-m052-h2,train-evening-02,train,evening,10022,42,52,52,54,2
train-evening-02-m053-h2,train-evening-02,train,evening,10022,43,53,53,55,2
train-evening-02-m054-h2,train-evening-02,train,evening,10022,44,54,54,56,2
train-evening-02-m055-h2,train-evening-02,train,evening,10022,45,55,55,57,2
train-evening-02-m056-h2,train-evening-02,train,evening,10022,46,56,56,58,2
train-evening-02-m057-h2,train-evening-02,train,evening,10022,47,57,57,59,2
train-evening-02-m058-h2,train-evening-02,train,evening,10022,48,58,58,60,2
train-evening-02-m059-h2,train-evening-02,train,evening,10022,49,59,59,61,2
train-evening-02-m060-h2,train-evening-02,train,evening,10022,50,60,60,62,2
train-evening-02-m061-h2,train-evening-02,train,evening,10022,51,61,61,63,2
train-evening-02-m062-h2,train-evening-02,train,evening,10022,52,62,62,64,2
train-evening-02-m063-h2,train-evening-02,train,evening,10022,53,63,63,65,2
train-evening-02-m064-h2,train-evening-02,train,evening,10022,54,64,64,66,2
train-evening-02-m065-h2,train-evening-02,train,evening,10022,55,65,65,67,2
train-evening-02-m066-h2,train-evening-02,train,evening,10022,56,66,66,68,2
train-evening-02-m067-h2,train-evening-02,train,evening,10022,57,67,67,69,2
train-evening-02-m068-h2,train-evening-02,train,evening,10022,58,68,68,70,2
train-evening-02-m069-h2,train-evening-02,train,evening,10022,59,69,69,71,2
train-evening-02-m070-h2,train-evening-02,train,evening,10022,60,70,70,72,2
train-evening-02-m071-h2,train-evening-02,train,evening,10022,61,71,71,73,2
train-evening-02-m072-h2,train-evening-02,train,evening,10022,62,72,72,74,2
train-evening-02-m073-h2,train-evening-02,train,evening,10022,63,73,73,75,2
train-evening-03-m010-h2,train-evening-03,train,evening,10023,0,10,10,12,2
train-evening-03-m011-h2,train-evening-03,train,evening,10023,1,11,11,13,2
train-evening-03-m012-h2,train-evening-03,train,evening,10023,2,12,12,14,2
train-evening-03-m013-h2,train-evening-03,train,evening,10023,3,13,13,15,2
train-evening-03-m014-h2,train-evening-03,train,evening,10023,4,14,14,16,2
train-evening-03-m015-h2,train-evening-03,train,evening,10023,5,15,15,17,2
train-evening-03-m016-h2,train-evening-03,train,evening,10023,6,16,16,18,2
train-evening-03-m017-h2,train-evening-03,train,evening,10023,7,17,17,19,2
train-evening-03-m018-h2,train-evening-03,train,evening,10023,8,18,18,20,2
train-evening-03-m019-h2,train-evening-03,train,evening,10023,9,19,19,21,2
train-evening-03-m020-h2,train-evening-03,train,evening,10023,10,20,20,22,2
train-evening-03-m021-h2,train-evening-03,train,evening,10023,11,21,21,23,2
train-evening-03-m022-h2,train-evening-03,train,evening,10023,12,22,22,24,2
train-evening-03-m023-h2,train-evening-03,train,evening,10023,13,23,23,25,2
train-evening-03-m024-h2,train-evening-03,train,evening,10023,14,24,24,26,2
train-evening-03-m025-h2,train-evening-03,train,evening,10023,15,25,25,27,2
train-evening-03-m026-h2,train-evening-03,train,evening,10023,16,26,26,28,2
train-evening-03-m027-h2,train-evening-03,train,evening,10023,17,27,27,29,2
train-evening-03-m028-h2,train-evening-03,train,evening,10023,18,28,28,30,2
train-evening-03-m029-h2,train-evening-03,train,evening,10023,19,29,29,31,2
train-evening-03-m030-h2,train-evening-03,train,evening,10023,20,30,30,32,2
train-evening-03-m031-h2,train-evening-03,train,evening,10023,21,31,31,33,2
train-evening-03-m032-h2,train-evening-03,train,evening,10023,22,32,32,34,2
train-evening-03-m033-h2,train-evening-03,train,evening,10023,23,33,33,35,2
train-evening-03-m034-h2,train-evening-03,train,evening,10023,24,34,34,36,2
train-evening-03-m035-h2,train-evening-03,train,evening,10023,25,35,35,37,2
train-evening-03-m036-h2,train-evening-03,train,evening,10023,26,36,36,38,2
train-evening-03-m037-h2,train-evening-03,train,evening,10023,27,37,37,39,2
train-evening-03-m038-h2,train-evening-03,train,evening,10023,28,38,38,40,2
train-evening-03-m039-h2,train-evening-03,train,evening,10023,29,39,39,41,2
train-evening-03-m040-h2,train-evening-03,train,evening,10023,30,40,40,42,2
train-evening-03-m041-h2,train-evening-03,train,evening,10023,31,41,41,43,2
